Feature_gene_name,Feature_length,NoTreat_1,NoTreat_2,NoTreat_3,NoTreat_4,Treat_1,Treat_2,Treat_3,Treat_4
MYORG,6447,2856,3025,2078,2668,1272,1181,1059,1072
NUDT2,1073,541,544,552,562,383,454,373,387
TMEM65,9038,3363,3550,2610,3214,1618,1576,1364,1524
PSIP1,6744,7649,8126,6373,7647,4421,4047,3806,4324
CCDC171,12194,66,84,50,70,41,44,42,37
UBAP1,2772,2682,2570,2091,2561,2021,2069,1640,1840
DIRAS2,4443,0,0,0,3,0,0,0,0
SYK,5210,6,14,4,6,8,9,4,8
NIPSNAP3B,5630,53,56,32,39,48,16,30,34
ABCA1,11343,489,580,252,408,481,487,349,364
NFIL3,2055,372,414,344,431,495,429,430,462
LETM2,6114,468,574,461,555,290,248,250,262
METTL2B,6749,1473,1564,1237,1483,820,840,779,890
FXN,7261,259,274,221,302,205,149,154,185
ZMAT4,3691,13,10,6,11,0,1,2,5
NKX6-3,2561,9,9,10,2,7,6,6,3
TMEM71,3336,114,134,100,108,32,22,30,22
MAMDC2,3589,4599,4434,3240,4140,4493,4556,4307,4910
PRSS37,2222,0,0,1,0,0,0,0,0
C8orf34,10267,1,0,0,0,0,1,0,0
TMC1,8712,86,69,72,53,47,50,32,76
ALDH1A1,2840,1671,1734,1579,1828,29,39,24,29
KDM1B,5619,541,554,353,540,944,941,849,914
HGSNAT,8934,5183,5607,3875,5446,3812,3486,3177,3438
RASEF,6644,15,10,10,12,0,0,2,1
GKAP1,3402,204,234,168,193,131,87,76,104
KIF27,7739,221,242,175,220,201,209,197,169
C9orf64,2754,251,343,232,300,635,639,585,606
HNRNPK,5095,33190,34052,27080,33131,27825,26713,24628,26061
SSMEM1,1368,1,0,0,0,0,0,0,2
SVEP1,14193,2,3,1,8,5,2,5,2
LLCFC1,929,0,0,0,0,0,0,0,1
ANKS6,8862,1641,1662,1309,1638,852,804,774,786
FBP1,1910,9,17,11,11,3,3,1,3
PGAP4,5549,53,63,37,38,15,10,15,11
ZHX1,6733,2797,2765,2034,2777,2559,2311,2040,2230
CFAP47,11443,0,0,0,2,0,1,0,2
CYBB,4375,9,15,4,6,4,6,8,10
DYNLT3,3120,2295,2434,1920,2205,2096,1897,1890,2070
METTL27,1450,133,163,150,114,189,155,155,163
MID1IP1,4837,937,988,880,1015,1510,1402,1243,1422
SHOC1,6443,1,2,2,0,1,2,0,2
CXorf58,1845,3,1,0,0,1,0,2,0
KIAA1958,13139,133,138,113,132,81,67,45,75
PTCHD1,12883,0,0,0,2,0,2,0,0
RNF183,3646,0,0,0,0,1,2,2,1
ASB11,3124,58,58,33,40,53,50,22,24
PCDH19,9756,228,312,136,224,12,20,10,30
PIGA,6294,525,565,372,593,567,544,422,470
VEGFD,2185,25,19,21,27,10,10,8,15
OR1K1,951,0,0,3,0,0,0,0,0
STRBP,8121,1142,1133,895,1132,578,587,480,575
CLDN3,1274,10,8,13,12,0,5,1,3
GAPVD1,13625,3442,3913,2524,3697,3503,3555,3119,3203
CARD19,3082,1365,1262,1208,1285,1084,798,770,890
WNK2,13198,0,1,0,3,1,2,5,0
ATP7A,11769,1201,1404,776,1247,646,629,647,613
ZNF367,3687,752,734,593,752,263,239,196,251
HDX,7258,337,310,229,316,664,597,526,559
NDUFB6,1386,1282,1287,1269,1268,736,770,728,869
AQP7,5253,1,4,0,0,0,1,0,0
NOL6,5994,3264,3299,2506,3368,2961,2313,2246,2343
AQP3,2911,1590,1724,1227,1719,35,42,45,47
TRMT10B,2866,283,286,229,263,243,215,171,205
VCP,10042,26504,27625,22377,27086,25991,24909,23193,24460
PIGO,7219,1290,1240,898,1187,1516,1318,1174,1272
STOML2,1806,4871,4615,4317,4723,3311,3210,3089,3363
BRWD3,14234,1082,1361,619,1087,1268,1270,1105,1163
SLITRK5,21942,1,0,0,0,0,3,0,0
MELK,3087,2359,2517,2070,2584,1835,1737,1548,1746
OTUD1,3303,264,251,207,245,188,184,179,188
ARHGAP12,5944,1808,1740,1283,1771,3048,2790,2547,2818
FAT3,19640,3,0,0,3,0,2,1,0
DEUP1,4227,0,0,0,0,0,0,1,0
HECTD2,11550,587,631,428,621,583,473,507,480
FBXO33,3853,735,764,609,721,637,656,668,635
INTS6L,7177,339,386,246,348,678,469,484,579
GPR101,8032,0,1,0,0,0,0,0,0
CLDN2,3412,37,42,25,16,2,8,6,7
LRFN5,6834,0,0,0,0,3,0,1,0
LRRC18,1617,0,0,0,0,0,0,2,0
SPTSSA,2662,2508,2668,2327,2479,2065,2060,1894,1981
WRN,8222,1455,1563,1030,1575,1367,1211,1080,1277
MARCHF8,7516,2403,2536,1769,2440,1741,1561,1467,1561
TSHR,9913,0,0,0,0,1,1,0,0
CFL2,4942,5530,5531,4637,5653,3194,3102,2942,3233
SUGT1,15102,3406,3838,2963,3307,3113,2946,2787,2857
GTF2A1,6826,2175,2473,1527,2038,1415,1472,1441,1559
ZCCHC24,5048,1895,2014,1409,1785,377,285,325,356
PGM2L1,8782,3744,4183,2646,3639,2846,2874,2563,2904
SLC16A9,4197,0,0,2,0,0,0,2,0
INPPL1,6574,7706,7308,5970,7322,8608,6455,5961,6496
PHOX2A,1784,0,0,0,1,0,0,0,0
GJB2,2474,0,2,0,1,14,9,12,9
CRYL1,4327,1556,1546,1427,1624,1381,1350,1274,1398
REEP3,5215,7980,8614,5710,8329,5246,4983,4816,5184
HEPACAM,3817,2,2,1,0,23,10,8,5
SKA3,2998,1081,1176,1011,1164,433,433,392,435
MICU2,3612,2272,2459,2057,2403,2213,2010,1907,1947
DDIAS,5339,567,607,483,659,765,746,678,725
PCF11,9951,2906,3028,1961,2833,3375,2677,2329,2695
PKNOX2,6538,226,249,255,279,8,2,9,5
LRR1,2295,652,694,632,715,361,396,343,410
RPL36AL,676,6882,7009,6732,6782,7094,7023,6565,6462
DNAAF2,2977,539,567,407,586,301,317,332,319
DEPP1,2979,5655,5778,5091,5620,1254,960,1070,1280
ZNF22,2103,1632,1622,1407,1728,1206,1092,1015,1078
KLHDC2,6319,1094,1214,877,1101,796,758,647,728
EML5,11000,0,0,0,0,1,0,0,0
NEMF,9044,3124,3151,2508,2996,2959,2645,2259,2530
RPUSD4,4081,2165,2165,1711,2067,1666,1313,1169,1412
ARF6,3875,8093,8525,6509,8053,7090,6415,6060,6464
TTC8,6257,681,695,494,741,536,491,435,548
TMEM63C,6363,0,0,0,0,0,1,0,0
NOXRED1,2492,11,24,10,11,16,9,15,13
AMER2,10610,0,1,3,1,0,0,0,0
AKR1E2,2417,146,154,183,213,223,180,183,180
KBTBD6,5234,982,972,747,1112,642,606,608,628
SSX5,1516,1,0,3,0,0,0,0,1
SSX3,2108,0,0,0,2,0,0,0,0
FAAH2,2016,1,1,4,2,2,0,0,0
NUDT5,4964,2630,2597,2332,2595,2101,1837,1712,1951
DACT1,4584,1,0,0,3,0,0,0,0
OXGR1,2665,5,0,0,3,0,0,0,0
BEND7,10018,1176,1249,790,1166,900,789,715,823
ATP5F1C,2308,7117,7158,6539,7017,4759,5032,4613,4794
PRPF18,1844,517,552,416,480,463,382,383,418
TAF3,4875,1052,1196,864,1109,946,864,810,880
VSTM4,8655,12,12,9,19,2,0,2,1
VDAC2,2827,5406,5550,4808,5245,4463,4529,4100,4384
SOHLH1,3642,3,0,1,0,0,1,0,0
COMTD1,1908,257,263,240,244,151,144,135,130
SLC18A2,4125,41,38,34,46,30,20,17,21
PDZD8,9854,2652,2769,1614,2527,1654,1622,1500,1609
ZNF503,3205,157,156,141,125,134,137,107,122
ABRAXAS2,2955,1262,1159,962,1211,1234,1122,1048,1146
QSOX2,4501,1942,1878,1394,2022,2525,2298,2019,2211
FAM204A,15023,1704,1688,1528,1722,1075,1111,1060,1150
NSD1,15516,5454,6980,3533,5309,3999,4105,3543,3770
PRDX3,3379,6682,6999,5574,6913,5956,6014,5679,5951
ENOX2,5240,709,698,590,795,576,554,501,537
GHITM,2382,6028,6149,5122,6142,6144,5722,5341,5891
CLEC1B,3670,0,0,0,0,0,1,0,0
SNAPC4,7504,1326,1351,1094,1307,2228,1552,1467,1663
TMEM52B,3492,4,1,1,0,58,43,40,50
PMPCA,6519,2568,2621,2305,2680,2233,1870,1762,1851
ENTR1,3138,1583,1411,1248,1538,1311,998,948,1056
FRMD7,3327,0,0,0,0,0,2,0,0
AK8,2731,7,7,1,1,9,15,17,17
SPACA9,2823,183,195,173,203,159,110,141,150
TSC1,17600,1762,1884,1301,1791,1718,1590,1308,1680
GFI1B,6104,1,2,1,2,3,1,8,3
HPRT1,1612,2520,2665,2298,2595,1802,1651,1655,1776
BORCS5,6522,352,320,226,323,217,182,166,194
DIPK1B,3394,3263,3096,2845,3179,2977,2310,2322,2655
ZMYND19,2392,1437,1322,1263,1287,1276,889,850,946
STOX1,3914,10,6,3,5,1,2,1,3
RET,8973,1,2,1,4,63,46,51,61
DDX21,4973,11762,12312,8337,11590,8826,8826,7887,8339
BMS1,7759,3511,3788,2853,3600,2844,2664,2481,2703
STK32C,3553,723,731,648,730,574,442,409,459
JCAD,9574,8400,10073,5833,8277,6815,6659,6041,6721
OR4K2,8694,0,0,0,0,0,3,0,0
FUNDC2,10094,1603,1528,1437,1548,963,999,1019,994
PIP4P1,3694,1276,1280,1072,1207,1710,1390,1282,1406
METTL17,4246,950,1025,872,1025,905,622,615,692
NDRG2,7550,3,5,5,4,2,3,4,4
RNASE7,1409,0,1,0,0,0,0,0,1
ARHGEF40,8194,2733,2900,2353,2959,3411,2841,2633,3000
NSMF,4915,3595,3520,2982,3491,4145,3038,2877,3197
ZNF219,6663,2317,2201,1793,2111,2517,1988,1938,2135
C12orf50,5609,2,1,1,0,0,0,0,1
CASP7,3612,3034,2941,2439,2992,5929,5464,4853,5220
PPP1R36,3076,14,13,14,25,6,22,16,17
BTNL9,5563,3,13,2,4,1,1,4,0
CCDC186,9003,1572,1562,938,1431,1526,1475,1339,1410
METTL3,5861,1987,2080,1586,2147,1957,1652,1433,1648
SALL2,5383,87,98,51,63,18,12,18,11
PRAP1,749,0,4,0,2,0,1,0,2
TRUB1,3599,1407,1378,971,1348,955,962,913,934
ERICH6B,2943,1,4,0,4,18,7,1,6
ZFYVE1,5225,2328,2475,1849,2289,2280,2251,2016,2164
HSPA12A,21113,5,9,1,7,8,5,5,10
FRAT1,2645,237,252,208,264,169,178,133,159
UBTD1,1647,4236,4273,3749,3686,2880,2539,2474,2659
ANKRD2,1451,10,3,9,8,7,3,6,1
E2F7,6291,2694,2919,1939,2896,4858,4843,4174,4659
ARHGAP42,9313,41,57,47,46,21,13,10,20
ISCA2,3025,488,512,430,495,455,390,433,397
OTOGL,12279,7,20,7,11,6,4,3,8
LARGE2,3151,1,0,1,0,0,0,0,0
PACSIN3,2755,746,700,667,723,427,421,366,390
TTC7B,21268,2306,2521,2023,2469,2196,2017,1930,2086
SLC39A13,4579,5030,4856,4328,5056,7521,6048,5716,6449
PSMC3,2276,10993,10947,10300,11419,10079,9156,8774,9154
RAPSN,1876,15,1,11,7,42,17,21,35
AGBL2,5483,4,3,3,3,31,32,19,35
TC2N,6152,2,1,2,0,0,2,1,4
CPSF2,13563,4982,5069,3808,4913,4208,4026,3708,3917
SMCO2,1978,16,11,25,11,47,38,31,43
MOAP1,2529,950,940,692,935,918,796,794,841
IFI27L1,2356,503,488,468,548,573,490,447,462
IFI27,4147,7393,8249,8839,8559,81322,76222,69162,72496
CLMN,15703,2138,2222,1576,2058,1111,1001,942,1069
CCDC38,4957,1,0,0,0,1,1,2,0
NELL1,5314,0,0,0,0,2,0,0,0
PTER,4003,96,104,78,96,217,187,167,200
C1QL3,2376,0,1,0,0,0,0,1,2
CACNB2,11162,3,4,1,5,2,8,3,4
HACD1,3854,496,546,506,480,267,266,271,240
ARL5B,7170,2745,2828,1836,2793,2929,2877,2695,2776
SMCO4,1106,189,204,153,186,115,136,119,131
CEP295,9452,1235,1418,720,1248,1281,1114,1040,1158
TAF1D,7970,4653,4625,3766,4545,4186,3387,3099,3487
ABTB2,4976,26,28,21,34,121,82,69,104
R3HCC1L,3571,711,743,636,806,896,857,705,878
AMOTL1,10030,8046,9310,5683,8062,5266,5331,4644,5173
HTRA1,2250,17817,17386,14379,16454,2839,2800,2558,2765
LIPC,4992,0,1,4,1,0,1,2,2
CEP57,7101,2726,2749,2242,2872,1726,1519,1594,1687
TCP11L2,6616,1498,1775,1052,1543,889,920,801,860
PASD1,4376,0,1,0,0,1,2,1,1
SPRED1,7750,2002,2141,1486,2037,1207,1207,1131,1243
GPR176,4517,2808,2901,2314,3075,6934,6294,6043,6597
JAM3,5305,3159,3443,2349,3534,3083,2884,2791,3010
IL25,1367,0,0,0,0,1,0,0,0
ADAMTS15,6006,1208,1286,975,1307,2,7,4,5
SVOP,7098,0,0,0,0,0,1,0,0
GPT2,6362,974,998,951,1049,1046,922,872,980
AMN,4289,0,1,0,0,1,0,1,1
RAB8B,5103,4567,4892,3251,4523,5386,4900,4685,4779
IKBIP,4163,4570,4548,3658,4297,3128,2864,2925,3159
RPUSD2,2489,490,482,437,510,449,407,345,379
HIF1AN,13894,1955,2052,1575,1957,1810,1571,1520,1689
NDUFB8,1999,266,249,194,232,294,234,191,259
ZFYVE19,4779,1612,1573,1393,1477,1206,1001,912,923
PPP1R14D,867,1,0,0,0,0,2,0,0
SPINT1,3542,85,60,58,79,24,19,27,24
FBN1,18525,13170,16090,8991,12685,17203,20397,15611,16796
AVPR1A,6222,0,1,0,2,0,0,0,0
DEPDC4,4699,9,33,18,16,21,18,15,17
LRTM2,4278,0,0,1,0,0,0,0,0
BRD7,8546,4053,4410,3476,4015,4286,3980,3760,3954
CKB,2383,52,84,46,61,10,21,11,15
TRMT61A,3217,799,808,754,817,643,503,458,487
BTRC,6613,2243,2391,1567,2175,1589,1632,1463,1576
POLL,5420,1001,959,865,1104,1048,768,664,808
BAG5,5096,2775,3017,2113,2867,2463,2216,2107,2253
DPCD,1691,607,590,545,535,307,317,283,329
LARP6,5552,942,1018,909,983,1639,1532,1414,1437
API5,4651,6961,7523,5727,7337,6385,6660,5964,6409
ZNF319,5027,626,624,530,609,819,801,678,739
HPS6,2688,1564,1517,1403,1612,1663,1560,1368,1587
SENP8,4982,127,144,111,114,103,67,107,87
NOLC1,3970,5338,5500,4261,5513,3898,3673,3301,3526
ALKBH3,2380,1179,1063,1014,1122,967,944,887,1024
COPS2,7511,5439,5416,4288,5329,4168,4007,3592,3649
GABRB3,13886,0,0,0,0,0,0,0,1
SPIC,1217,0,0,1,0,0,0,0,0
SGPL1,7510,1065,1186,859,1198,1762,1500,1450,1514
FRS2,7246,733,751,492,708,1108,964,854,944
CCT2,4230,10759,11231,9155,10786,7566,7288,6719,7116
PCBD1,1395,2036,2178,2006,2197,1495,1262,1294,1379
ARIH1,22878,3578,3773,2538,3518,3024,2973,2683,2932
C16orf71,4477,10,18,16,11,9,13,8,14
CLMP,5057,2203,2390,1729,2295,821,737,711,749
SCN3B,10020,47,36,33,52,20,19,10,13
COX11,7103,1911,1967,1599,1937,1257,1122,1032,1218
ZNF202,5071,884,886,784,953,1123,858,835,976
FAM227B,6018,43,61,51,73,35,16,38,36
STXBP4,18055,526,616,374,543,520,446,432,470
CYYR1,3271,1,3,0,3,0,1,0,0
CUL5,6562,3129,3260,2145,3214,2755,2720,2482,2686
MYRFL,3601,10,14,9,9,9,16,13,7
WBP1L,7833,6642,6776,4941,6305,3729,3522,3356,3501
BORCS7,2672,655,633,562,640,422,411,335,412
C2,5517,9,2,0,11,19,17,21,21
PLEKHF1,2298,794,794,803,794,817,661,641,722
TMEM100,2906,9,7,3,2,5,7,2,3
ANAPC16,4324,2432,2350,2070,2271,1590,1483,1402,1631
SMPD1,2741,4723,4711,3995,4748,4680,4403,3936,4272
APBB1,5244,3846,3825,3366,3872,2881,2507,2378,2611
SYNPO2L,5104,0,0,0,0,3,1,1,1
NUDT13,2521,104,142,95,125,80,56,79,80
C11orf65,3769,7,8,4,2,10,17,12,9
TRIM44,13107,12560,13437,9266,12718,13808,12664,11828,12749
ILK,3484,604,688,425,608,875,744,678,756
TAF10,5820,1085,1104,937,1056,1205,927,870,978
TPP1,6502,11130,11541,8439,10829,16956,15632,13870,15743
DCHS1,10783,9377,10793,6758,8997,5565,5533,4515,4995
NETO1,8901,0,0,0,3,0,1,0,6
MSS51,2423,49,45,31,59,38,49,37,33
CYB5A,9271,427,391,352,345,809,850,756,725
USP54,9658,444,535,289,474,548,445,492,467
RAG1,7839,55,64,50,49,45,43,36,43
IFTAP,10386,726,747,683,716,437,464,392,450
WDR88,1845,11,21,15,10,19,12,9,28
OR10A5,954,0,0,0,1,0,0,0,0
ATP9B,14934,925,973,780,983,650,653,542,647
PPFIBP2,9800,2457,2642,1851,2496,285,239,212,330
MOGAT2,4120,0,0,0,0,0,0,0,1
CYB5R2,8595,24,30,24,24,556,529,378,482
SERPINB7,2637,0,0,0,0,1,0,2,0
GARRE1,7424,3935,4421,2831,3963,3269,2839,2589,2875
SERPINB8,5764,2114,2332,1802,2330,4211,4159,3854,4176
TUB,7004,0,7,12,2,1,1,1,0
RIC3,7694,3,0,0,2,1,3,3,1
LMO1,1705,9,18,16,16,17,19,11,7
IDH3A,6823,1342,1453,882,1346,999,1045,927,1001
PLD4,3020,1,0,2,4,8,5,5,0
ZMAT1,7562,152,205,145,147,196,132,139,163
XRRA1,9086,291,293,221,327,285,256,280,250
TRIM66,11752,282,293,198,308,388,294,246,298
RNF169,7842,1513,1684,901,1585,1358,1255,1142,1233
RPL27A,6816,35322,36117,34091,34238,19179,21172,19692,21165
DENND2B,14262,465,517,354,463,2605,2250,1957,2135
CDYL2,8825,2408,2590,1642,2566,2800,2590,2398,2652
TMEM130,4641,0,0,1,0,0,1,0,3
PRTG,14630,229,335,208,233,150,163,124,136
CENPN,5677,1794,1846,1506,1858,940,824,854,896
AKIP1,2300,1093,996,991,1136,2812,2666,2239,2283
ATMIN,6259,2462,2443,1842,2379,2217,2070,1909,2063
C16orf46,2376,0,0,1,2,1,1,3,2
TMEM41B,4278,1167,1325,967,1312,1814,1736,1637,1753
LEO1,2651,1910,2099,1728,2008,1915,1751,1632,1825
ZNF143,4222,825,899,690,821,800,788,664,737
TMX3,7447,6530,7121,4672,6437,4761,4360,4135,4520
MFAP4,2102,16,22,8,13,9,6,10,1
WEE1,9251,2549,2573,2040,2524,1587,1539,1279,1445
MAPK7,5196,1551,1405,1079,1409,1397,1234,1078,1210
PRKCB,11049,5,3,10,1,5,1,8,8
HDGFL3,16058,5396,5585,4359,5322,4225,4045,3766,4260
NDST2,4654,92,91,62,77,197,139,121,151
MCM7,4386,8439,8191,7171,8541,4377,3323,3226,3600
CCDC68,5133,916,999,828,918,604,553,569,571
CLEC4E,2364,0,0,0,1,8,11,6,8
ZNF3,5424,2515,2614,2015,2498,1781,1480,1402,1493
CLEC4D,2050,0,0,0,0,3,0,0,0
ZSCAN21,2142,248,261,191,258,150,144,136,141
RIMKLB,8597,1942,2105,1468,2142,3203,2602,2209,2465
A2ML1,7156,3,0,0,0,0,2,1,0
BEAN1,7381,48,46,44,58,46,27,21,35
TK2,10339,1545,1622,1351,1611,1443,1232,1207,1269
TMED3,19413,5270,5204,4513,5122,3880,3772,3320,3763
SEC11C,4118,1014,1047,909,1111,1596,1603,1488,1641
CPLX4,3545,0,0,0,0,0,0,1,0
GALR1,11004,0,0,0,0,0,0,0,1
TMEM135,10096,1398,1451,1097,1477,1945,1804,1694,1910
IQCD,2460,45,37,21,39,40,31,29,28
NDEL1,7956,2279,2217,1826,2280,2759,2465,2179,2435
CENPV,2850,597,539,466,571,137,128,122,117
CDH16,3589,3,0,0,0,0,1,0,0
RRAD,1601,34,55,53,65,320,273,271,310
CIAO2B,1060,1289,1302,1198,1271,1560,1455,1320,1435
CFAP52,3066,0,0,0,0,0,3,0,0
HSP90B1,13092,67688,69598,56458,65347,81672,75555,69023,73365
BLCAP,7869,5387,5196,4493,5365,3863,3505,3170,3522
CHRFAM7A,4037,34,27,28,31,21,8,12,20
ATF7IP2,6391,346,427,336,388,202,172,144,182
MMP10,1759,123,128,156,152,2606,2490,2542,2776
TVP23A,5772,18,11,16,12,27,11,9,11
BEX3,1112,6393,6630,6120,6379,4869,4863,4627,4560
TMPRSS5,2665,23,14,18,19,22,9,12,13
COG1,5317,1270,1236,1043,1364,1306,1216,1029,1107
PLEKHA7,10978,3,14,5,15,9,3,5,8
ZNF606,7612,443,441,378,463,383,273,217,312
ZCCHC18,3385,108,100,79,105,51,68,26,32
B2M,5455,74137,75693,67577,73877,187513,193752,174085,177453
ZNF592,8190,2268,2491,1689,2288,2117,1860,1662,1777
GOLM2,7105,4277,4771,3165,4296,3588,3335,3126,3741
NNMT,2596,4666,4719,4273,4593,10750,10236,9362,9558
ACSM1,2873,0,0,0,0,1,0,1,0
AP1G1,10980,5090,5646,3619,5161,5065,4629,4406,4460
SLFN5,10674,5356,6611,3681,5581,27318,26146,22911,23855
CATSPER2,8093,79,91,55,72,54,32,39,38
BMERB1,3508,1479,1493,1154,1363,674,667,589,655
MARF1,10906,3419,3819,2163,3198,2582,2458,2157,2501
SAAL1,3066,1190,1158,1121,1209,737,687,681,721
YPEL4,4460,24,20,10,18,14,13,18,18
PPIB,4369,11728,12060,10605,11790,12643,12100,10949,11772
LDHC,2089,0,0,0,0,0,0,1,0
CIAO2A,2260,1446,1485,1265,1371,1191,1171,1153,1151
LDHAL6A,2587,10,12,3,6,4,7,3,6
FAM111A,7221,3964,4090,2956,4095,7958,5842,5277,5891
PCLAF,3675,592,636,564,623,161,185,191,178
KIF7,5283,1269,1270,1077,1275,994,832,800,1012
LDHD,2368,35,24,10,20,15,17,17,22
PLIN1,3795,8,3,9,4,7,7,1,2
PEX11A,3171,323,314,249,310,274,214,235,238
TMEM170A,5572,1111,1220,865,1130,1270,1054,1118,1109
MESP1,2369,65,64,39,36,44,53,33,46
ANPEP,5046,38003,39809,32090,39166,59634,56091,49015,53765
SCNN1G,3477,6,3,1,3,0,0,0,0
RBPMS2,2104,30,57,29,29,28,20,11,37
NAV2,15174,2098,2709,1370,2148,7984,7780,6557,7514
ANKDD1A,5033,123,109,119,131,146,87,96,100
C18orf54,6175,1306,1401,950,1265,697,558,582,562
DCTN5,12683,4697,5281,3832,4807,3757,3493,3109,3553
TERF2IP,4422,2932,3077,2474,2772,3298,3007,2857,3080
PLK1,4760,3470,3623,2979,3499,1111,944,1022,1133
CLPX,5461,2285,2516,1962,2410,1931,1869,1690,1736
GPR182,3411,2,3,2,3,1,2,3,0
ZBTB39,6268,692,799,494,738,675,677,512,630
TAC3,1571,0,1,0,0,1,0,2,3
MYO1A,4450,0,0,0,0,1,0,0,1
CHP2,1967,0,0,0,0,1,0,0,0
NEMP1,5730,1529,1592,1092,1519,2374,2072,1921,2071
NAB2,2861,939,907,785,991,696,660,601,647
VPS39,8345,3835,4140,3029,3872,4715,3895,3548,4007
STAT6,7298,8986,9035,7135,9020,23584,18397,17006,18126
PATL1,4335,3409,3555,2608,3659,9434,8624,7990,7974
ATP23,3327,246,228,212,274,197,222,160,189
ELFN2,8791,30,36,10,27,6,1,2,4
STX3,7308,3532,3432,2692,3477,3971,3428,3301,3620
MRPL16,2172,1852,1998,1723,1838,2025,1768,1608,1606
PIP4K2C,3299,38,28,39,45,77,61,83,66
MTMR10,8838,2383,2421,1670,2360,2887,2675,2705,2674
YWHAB,7907,26922,27388,23383,26662,23639,22219,21078,22964
C15orf48,1355,1,0,0,1,435,489,352,354
SCG5,2196,9,14,12,9,11,13,7,24
GREM1,14784,29,29,24,34,68,48,57,58
NYAP1,3589,652,664,499,535,196,150,130,139
TSC22D4,3668,7882,7802,6842,7749,7097,5482,4979,5537
MS4A7,4345,0,4,0,0,0,1,0,1
MS4A5,914,0,0,1,0,0,0,0,0
DIS3L,5436,1363,1344,1094,1435,689,690,589,696
CCNDBP1,6655,1678,1866,1374,1726,1220,1097,1149,1282
EPB42,2932,3,0,2,0,1,8,2,0
SMAD3,9981,13399,14080,10182,13506,26650,23542,21615,23721
MS4A15,2282,7,3,2,5,2,3,0,3
MAP1A,10646,372,432,272,421,196,188,127,142
RCCD1,4969,747,667,621,731,642,474,409,480
AKTIP,5195,1127,1139,926,1315,861,794,729,838
MAPRE2,6136,9829,9972,7417,9853,11049,10478,9977,10398
EVA1C,4353,1068,1175,958,1113,947,835,846,935
MARS1,7028,6499,6207,5210,6646,11746,10107,9453,10051
MBD6,5566,2088,2218,1526,2071,2663,1745,1685,1887
CNPY4,2451,1418,1283,1099,1184,853,702,707,749
PDIA3,4221,38844,40225,34439,38697,41960,38383,37144,38342
NUDT21,5930,2639,2732,2114,2552,1826,1761,1607,1739
NAT16,3885,0,0,0,1,0,0,0,0
TERB2,1502,1,0,0,1,0,0,0,0
NKX3-1,3278,94,73,70,88,1928,1699,1465,1567
SGSM1,8607,76,85,41,65,9,10,1,10
DUSP18,4447,537,545,453,563,388,343,347,342
TEF,4702,716,703,571,714,359,338,307,331
MEI1,7038,103,86,91,109,115,108,87,113
B4GALNT2,8961,7,1,0,5,1,0,2,0
PBX3,4904,1224,1429,1138,1305,1018,1010,826,945
GNGT2,1689,336,293,281,310,367,372,299,338
PHB,5113,5247,5310,4606,5322,3684,3425,3342,3608
SNRPD1,4862,2875,2831,2541,2795,1881,1879,1670,1803
TTC16,6347,0,0,0,0,1,0,0,0
SUN5,1475,0,0,0,0,0,2,0,0
SAMD14,7294,614,590,473,564,2571,2001,1966,2181
PIP5KL1,3327,33,17,34,29,27,19,19,20
TMEM92,3062,0,0,3,2,0,2,2,1
FAM102A,6573,3113,2867,2066,2726,1797,1506,1470,1544
ACSF2,5797,478,446,302,394,412,347,285,337
GOLGA2,6961,4316,4338,3766,3987,5536,4883,4343,4683
TRUB2,5832,1842,1813,1625,1892,1205,1216,1155,1199
COQ4,4806,1548,1559,1358,1578,1964,1490,1366,1558
SLC27A4,3229,2295,2255,1990,2308,1222,1143,1054,1224
URM1,4368,3826,3973,3518,3874,3004,2703,2524,2721
CERCAM,6059,3282,3530,2775,3159,2553,2405,2389,2615
DOLPP1,2238,1012,986,762,956,688,570,552,636
CCDC103,3895,7,7,2,12,6,6,6,14
ENDOG,1145,336,344,323,365,137,107,118,128
TBC1D21,1270,0,0,0,0,0,1,0,0
PRRX2,1305,0,3,0,2,0,1,1,2
UGT1A6,5156,0,0,0,2,0,0,0,0
C15orf39,5807,1721,1675,1468,1670,2692,2319,2184,2410
ISLR2,5847,0,2,1,1,0,0,2,2
SP2,3642,869,899,754,922,882,789,741,863
PRR15L,1524,0,4,2,5,0,1,0,0
COQ7,4105,765,816,611,714,544,439,473,587
GPRC5B,6654,5884,5487,4028,5328,8573,7982,7382,7561
CRK,4064,7805,8067,5934,7818,7275,6862,6524,7037
C16orf92,1253,0,0,0,0,0,0,3,0
FBXO22,11821,2190,2254,1787,2228,1486,1360,1192,1483
TBC1D2B,9763,3835,4088,2655,3816,3575,3108,2802,3272
NOD2,6873,50,58,64,51,854,688,566,663
SNX20,5750,4,0,2,0,1,0,3,4
LOXHD1,9213,0,0,0,0,2,3,0,0
KATNAL2,5054,16,25,12,11,22,29,15,14
HDHD2,4679,53,65,48,77,60,54,53,61
ZNF91,10308,569,514,393,488,479,404,441,459
IGF2,6259,0,3,2,1,0,0,0,0
RNF214,4407,1283,1358,1094,1400,1338,1291,960,1105
CDK12,12196,3402,3564,2171,3192,3335,3181,2831,3000
DPEP2,3498,25,23,22,30,3,10,3,2
DUS2,4175,674,668,638,736,573,500,413,479
POP5,2177,684,731,628,737,427,405,336,441
